user_id;order_id;region;city
1001466099;1292788706;Ямало-Ненецкий;Салехард
1001466099;1292789434;Ямало-Ненецкий;Салехард
1001466313;1289334635;Красноярский край;Красноярск
1001466313;1289945441;Красноярский край;Красноярск
1001466313;1290295839;Красноярский край;Красноярск
1001466313;1290650833;Красноярский край;Красноярск
1001466313;1291473975;Красноярский край;Красноярск
1001466313;1291655900;КРАСНОЯРСК;КРАСНОЯРСК
1001466525;1292978786;Московская обл;Электросталь г
1001467211;1289416565;Краснодарский;Новороссийск
1001467211;1289982415;Краснодарский;Новороссийск
1001467211;1290618782;Краснодарский;Новороссийск
1001467211;1291290055;Краснодарский;Новороссийск
1001467211;1291576928;Краснодарский;Новороссийск
1001467211;1291651857;Краснодарский;Новороссийск
1001467211;1294116457;Краснодарский край;Новороссийск г
1001468152;1289740649;Башкортостан;Новая Отрадовка
1001468152;1289851884;Башкортостан;Новая Отрадовка
1001468152;1290541932;Башкортостан;Новая Отрадовка
1001468321;1289136385;Свердловская;Екатеринбург
1001468321;1294264565;Свердловская;Екатеринбург
1001470771;1291350963;Калининградская;Калининград
1001471295;1289474367;Ставропольский;Прасковея
1001471295;1290370968;Ставропольский;Прасковея
1001471295;1290812270;Ставропольский;Прасковея
1001471295;1291042021;Ставропольский;Прасковея
1001471295;1293538284;Ставропольский;Прасковея
1001471295;1293538466;Ставропольский;Прасковея
1001471295;1294560822;Ставропольский;Прасковея
1001471960;1290308044;Северная Осетия - Алания;Владикавказ
1001471960;1290308666;Северная Осетия - Алания;Владикавказ
1001471960;1290981388;Северная Осетия - Алания;Владикавказ
1001471960;1292676859;Северная Осетия - Алания;Владикавказ
1001471960;1292676912;Северная Осетия - Алания;Владикавказ
1001472495;1291707125;Мурманская;Мурманск
1001472536;1291674233;Астраханская обл;Астрахань г
1001473618;1292151314;Ямало-Ненецкий авт. округ;Новый Уренгой
1001473618;1292151647;Ямало-Ненецкий;Новый Уренгой
1001473618;1293443844;Ямало-Ненецкий авт. округ;Новый Уренгой
1001473745;1289368074;Краснодарский;Геленджик
1001473745;1290133207;Краснодарский;Геленджик
1001473745;1290460400;Краснодарский;Геленджик
1001473745;1291379337;Краснодарский;Геленджик
1001474217;1288980371;Калужская;Калуга
1001474242;1291817790;Москва;Москва
1001474436;1289335896;Санкт-Петербург;Санкт-Петербург
1001475773;1289947782;Липецкая;Липецк
1001475773;1289948009;Липецкая;Липецк
1001475773;1291398833;Липецкая;Липецк
1001475773;1291530212;Липецкая;Липецк
1001475773;1291906865;Липецкая;Липецк
1001475773;1292147138;Липецкая;Липецк
1001475773;1292649591;Липецкая обл.;Липецк
1001475801;1289337194;Тверская;Тверь
1001475801;1291409041;Тверская;Тверь
1001476196;1289702849;Ингушетия;Орджоникидзевское
1001476196;1289996494;Приморский;Михайловка
1001476196;1290384141;Челябинская обл.;Кыштым
1001476196;1290416852;Тверская;Тверь
1001476196;1290416898;Тверская;Тверь
1001476196;1290549403;Московская обл.;Москва
1001476196;1290935817;Рязанская;Рязань
1001476196;1291191699;Чечня респ.;Грозный
1001476196;1292012570;;Москва
1001476196;1292170016;Приморский край;Уссурийск
1001476196;1292620316;Новосибирская;Новосибирск
1001476196;1293180435;Архангельская;Вычегодский
1001476196;1293885618;Ивановская;Иваново
1001476304;1289575326;Татарстан;Казань
1001476304;1293159285;КАЗАНЬ;КАЗАНЬ
1001476304;1293445933;Татарстан;Казань
1001476584;1294783509;Москва г;Москва г
1002326537;1294010399;Москва;Москва
1002336049;1290711530;Кемеровская;Кемерово
1002336053;1290697039;Московская обл;Химки г
1002337699;1289570365;Москва;Москва
1002337699;1293026983;Москва;Москва
1002337699;1293029798;Москва;Москва
1002337699;1293066677;Москва г;Москва г
1002337699;1293104992;Москва г;Москва г
1002337699;1293122252;Москва г;Москва г
1002337699;1293136660;Москва;Москва
1002337699;1293180998;Москва г;Москва г
1002337699;1293912647;Москва;Москва
1002337728;1292443512;Белгородская;Губкин
1002338640;1295220791;Москва г;Москва г
1002340019;1289940156;Омская обл.;Омск
1002340019;1289954218;Омская обл.;Омск
1002340019;1291413746;Омская обл.;Омск
1002340885;1289346339;Рязанская обл.;Рязань
1002340951;1291397558;Волгоградская;Волгоград
1002340951;1293472257;Волгоградская;Волгоград
1002340951;1293811837;Волгоградская;Волгоград
1002344528;1290579089;Липецкая;Липецк
1002344528;1290623620;;Липецк
1002344528;1293452140;Липецкая;Липецк
1002345350;1289449609;Москва;Москва
1002345350;1293164576;Москва;Москва
1002345350;1293180187;МОСКВА;МОСКВА
1002347735;1289506532;Москва;Москва
1002347735;1295421569;МОСКВА;МОСКВА
1002349458;1288159439;Брянская;Брянск
1002349549;1290534109;Московская обл;Балашиха г
1002357392;1292483036;Оренбургская обл.;Оренбург
1002359739;1288524631;Москва;Москва
1002360880;1293530795;Московская обл.;Москва
1002362017;1290440274;Москва;Москва
1002362132;1291141147;Иркутская;Братск
1002364774;1291537664;Красноярский край;Красноярск
1002364774;1291537695;Красноярский край;Красноярск
1002365021;1291397663;Москва;Москва
1002365341;1289684693;Московская обл;Люберцы г Люберецкий р-н
1002365514;1292222199;Брянская;Брянск
1002365514;1293708289;Брянская;Брянск
1002365514;1295086592;БРЯНСК;БРЯНСК
1002365816;1290289803;Ростовская;Волгодонск
1002366298;1292190488;Калужская;Киров
1002366298;1293446378;Калужская;Киров
1002366516;1289972243;Хабаровский край;Хабаровск
1002366516;1291046372;Хабаровский край;Хабаровск
1002366516;1291046539;Хабаровский край;Хабаровск
1002366516;1291061647;Хабаровский край;Хабаровск
1002366516;1292162598;Хабаровский край;Хабаровск
1002366516;1293443534;Хабаровский край;Хабаровск
1002366516;1293560262;Хабаровский край;Хабаровск
1002367742;1290675999;Москва;Москва
1002370244;1288450569;Москва;Москва
1002374309;1289227598;Кемеровская;Кемерово
1002374981;1290311564;Волгоградская;Николаевск
1002376754;1291797781;Дагестан респ.;Махачкала
1002376754;1291798128;Дагестан респ.;Махачкала
1002376754;1291879815;Дагестан респ.;Махачкала
1002379563;1293038758;Сахалинская обл.;Южно-Сахалинск
1002384622;1292129155;Красноярский край;Красноярск
1002384622;1292237293;Красноярский край;Красноярск
1002385103;1290933326;Удмуртская;Ижевск
1002385103;1293559548;Удмуртская;Ижевск
1002387550;1290394235;Москва;Москва
1002387550;1293538263;Москва г;Москва г
1002389604;1293554482;Московская обл.;Москва
1002397248;1287897349;Мурманская;Ковдор
1002398127;1289974771;Башкортостан;Уфа
1002398127;1289974794;Башкортостан;Уфа
1002399462;1290633947;Московская обл.;Москва
1002399610;1292784700;Краснодарский;Усть-Лабинск
1002399683;1291757026;Московская обл;Чехов-2 г Чеховский р-н
1002400155;1291669578;Саратовская;Балаково
1002400344;1290311920;Саратовская;Ртищево
1002400344;1293406655;Саратовская;Ртищево
1002400359;1289337186;Саратовская;Балаково
1002400359;1290313069;Саратовская;Балаково
1002400359;1290637836;Саратовская;Балаково
1002400359;1290729873;Саратовская;Балаково
1002400359;1291036725;Саратовская;Балаково
1002400359;1291326114;Саратовская;Балаково
1002400359;1291811868;Саратовская;Балаково
1002400949;1289150901;Тверская;Тверь
1002401313;1291121784;Камчатский край;Петропавловск-Камчатский
1002402546;1289993892;Ростовская;Каменск-Шахтинский
1002402546;1290242250;Ростовская;Каменск-Шахтинский
1002405067;1290241982;Ростовская;Ростов-на-Дону
1002405067;1291090308;Ростовская;Ростов-на-Дону
1002405067;1292125079;Ростовская;Ростов-на-Дону
1002405067;1292370053;РОСТОВ-НА-ДОНУ;РОСТОВ-НА-ДОНУ
1002405162;1291661830;РЯЗАНЬ;РЯЗАНЬ
1002405351;1293458128;Калининградская;Калининград
1002405463;1290623385;Мурманская;Мурманск
1002412039;1292906097;Мурманская;Мурманск
1002412300;1292844099;Кабардино-Балкарская;Нальчик
1002412916;1291359894;Приморский край;Владивосток
1002412916;1291397554;Приморский край;Владивосток
1002412916;1291892798;Приморский край;Владивосток
1002414202;1293503620;Костромская обл.;Кострома
1002414968;1288975056;Тыва;Кызыл
1002414968;1290285846;Тыва;Кызыл
1002416337;1293425301;Брянская;Брянск
1002416911;1290235210;Москва;Москва
1002416911;1292182194;Москва;Москва
1002418760;1290007928;Москва;Москва
1002430010;1290288430;Рязанская обл.;Рязань
1002430010;1290289340;Рязанская обл.;Рязань
1002430552;1292428532;Ставропольский;Кисловодск
1002430552;1292428682;Ставропольский;Кисловодск
1002431477;1289038503;Тамбовская;Тамбов
1002431477;1290563072;Тамбовская;Тамбов
1002431550;1292032576;Московская обл;Люберцы г Люберецкий р-н
1002432994;1293795872;Москва;Москва
1002433090;1294561199;Московская обл.;Зеленоград
1002467194;1290291015;Москва;Москва
1002467194;1290291800;Москва;Москва
1002467219;1291402227;Ленинградская обл.;Санкт-Петербург
1002467219;1291407687;Ленинградская обл.;Санкт-Петербург
1002468366;1291753820;Иркутская;Иркутск
1002468373;1291907641;Московская обл.;Наро-Фоминск
1002468373;1291908342;Московская обл.;Наро-Фоминск
1002468373;1292992076;Московская обл.;Наро-Фоминск
1002468373;1293924107;Московская обл.;Наро-Фоминск
1002472410;1289340424;Пермский;Кунгур
1002472410;1290309383;Пермский;Кунгур
1002482757;1292710560;Красноярский край;Норильск
1002484095;1287774583;Москва;Москва
1002484095;1290053513;Москва;Москва
1002484095;1290183869;Москва;Москва
1002484095;1290704273;Москва;Москва
1002486654;1290933612;Калужская;Людиново
1002880198;1292817187;Приморский край;Владивосток
1002880239;1289795724;Северная Осетия - Алания;Владикавказ
1002881217;1291486216;Москва;Москва
1002883442;1293521160;Тверская;Тверь
1002884435;1290294718;Омская обл.;Омск
1002884435;1292996182;Омская обл.;Омск
1002884435;1292997079;Омская обл.;Омск
1002884435;1294362791;Омская обл.;Омск
1002886268;1293450102;НОВОСИБИРСК;НОВОСИБИРСК
1002886268;1293450222;Московская обл.;Москва
1002887880;1289479892;Дагестан;Махачкала
1002887880;1294624349;Дагестан;Махачкала
1002888964;1294466779;МОСКВА;ЛОБНЯ
1002892809;1293444842;Кемеровская;Новокузнецк
1002893386;1291046710;Новосибирская обл.;Новосибирск
1002893872;1292683374;КРАСНОДАР;КРАСНОДАР
1002896104;1290298661;Пермский;Пермь
1002896104;1290298712;Пермский;Пермь
1002896104;1290430043;Пермский;Пермь
1002896104;1291805262;Пермский;Пермь
1002896366;1290140194;Томская обл.;Томск
1002896366;1294624871;Томская;Томск
1002896366;1294625687;Томская обл.;Томск
1002897212;1290368896;Краснодарский край;Новороссийск
1002897212;1293506259;Краснодарский край;Новороссийск
1002899509;1295147252;Нижегородская;Заволжье
1002900357;1293256169;Тамбовская;Тамбов
1002902168;1293776743;Вологодская;Устюжна
1002904818;1293779469;Москва г;Москва г
1002908379;1289954700;Северная Осетия - Алания;Октябрьское
1002908426;1290092072;Белгородская;Белгород
1002908426;1291183844;Белгородская;Белгород
1002908426;1294549300;БЕЛГОРОД;БЕЛГОРОД
1002908426;1294668971;БЕЛГОРОД;БЕЛГОРОД
1002909165;1291901207;Вологодская обл.;Вологда
1002909165;1292044246;Вологодская;Вологда
1002909165;1293002279;Вологодская обл.;Вологда
1002909165;1293002423;Вологодская обл.;Вологда
1002909592;1290985944;Кабардино-Балкарская;Нальчик
1002911222;1294766475;САНКТ-ПЕТЕРБУРГ;САНКТ-ПЕТЕРБУРГ
1002913238;1291659398;Вологодская;Череповец
1002913238;1291659721;Вологодская;Череповец
1002913533;1293191100;Москва;Москва
1002914162;1290983070;Саратовская;Саратов
1002914162;1291072666;Саратовская;Саратов
1002916922;1290008845;Москва;Москва
1002918842;1293674284;Саха (Якутия) респ.;Якутск
1002920884;1292340352;Липецкая обл.;Липецк
1002921705;1291356912;Московская обл.;Москва
1002925082;1291761554;Москва;Москва
1002926020;1288978582;Москва;Москва
1002926020;1290140070;Москва;Москва
1002926020;1291474906;Москва;Москва
1002926020;1292045478;Москва;Москва
1002926020;1292848111;Москва;Москва
1002926020;1293743914;Москва;Москва
1002926020;1293743914;Москва г;Москва г 
1002926021;1291116889;Башкортостан респ.;Уфа
1002926021;1291128353;Башкортостан респ.;Уфа
1002926021;1292176314;Башкортостан респ.;Уфа
1002927549;1292966269;;Астрахань
1002927549;1293088552;Астраханская обл.;Астрахань
1002927549;1293088803;Астраханская обл.;Астрахань
1002928978;1289654863;Москва;Москва
1002928978;1290690303;Москва;Москва
1002928978;1293722515;Москва;Москва
1002930488;1289331689;Владимирская;Владимир
1002930488;1292200784;Владимирская;Владимир
1002935145;1289727684;Ульяновская;Ульяновск
1002935613;1293611727;Московская обл;Балашиха г
1002935733;1292117466;Амурская;Благовещенск
1002936560;1289871313;Краснодарский;Анапа
1002937061;1290588114;Владимирская обл.;Владимир
1002937061;1293320207;Владимирская;Владимир
1002937061;1293320227;ВЛАДИМИР;ВЛАДИМИР
1002937090;1291043041;Москва;Москва
1002961451;1288442175;Ставропольский край;Ставрополь
1002961451;1291222987;Ставропольский край;Ставрополь
1002961451;1291397310;Ставропольский край;Ставрополь
1002961451;1291800810;Ставропольский край;Ставрополь
1002961451;1292820250;Ставропольский край;Ставрополь
1002963019;1289160323;Алтайский;Бийск
1002963019;1290515449;Алтайский;Бийск
1002963019;1290515794;Алтайский;Бийск
1002963019;1290629215;Алтайский;Бийск
1002968618;1289875089;Курская;Курск
1002968618;1289941251;Курская;Курск
1002969502;1290395744;Кемеровская обл.;Прокопьевск
1002969502;1290396000;Кемеровская обл.;Прокопьевск
1002969502;1290397036;Кемеровская обл.;Прокопьевск
1002969502;1291401783;Кемеровская обл.;Прокопьевск
1002969502;1291401855;Кемеровская обл.;Прокопьевск
1002969502;1291402019;Кемеровская обл.;Прокопьевск
1002969521;1294679437;Краснодарский край;Динская
1002970457;1288047957;Москва;Москва
1002970457;1290630086;Москва;Москва
1002970457;1290665118;Москва;Москва
1002970457;1293453765;Московская обл;Коммунарка п  Ленинский р-н
1002970457;1293867181;Москва;Коммунарка
1002970457;1294647038;Московская обл;Коммунарка п Ленинский р-н
1002971339;1288549922;Москва;Москва
1002971339;1289948497;Москва г;Москва г
1002971339;1292873612;Москва;Москва
1002971339;1292881986;Москва г;Москва г
1002971339;1292986456;Москва г;Москва г
1002971339;1294210598;Москва;Москва
1002971372;1295073169;Коми;Воркута
1002971487;1289340721;Курская;Курчатов
1002971487;1290297308;Курская;Курчатов
1002971487;1291687463;Курская;Курчатов
1002971487;1293496741;Курская;Курчатов
1002971514;1291397538;Санкт-Петербург;Санкт-Петербург
1002972297;1290623955;Москва;Москва
1002972518;1291730065;МОСКВА;МАЛАХОВКА
1002972857;1290580152;Мордовия респ.;Саранск
1002973892;1289338615;Санкт-Петербург;Санкт-Петербург
1002973892;1290681071;САНКТ-ПЕТЕРБУРГ;САНКТ-ПЕТЕРБУРГ
1002973892;1292984108;САНКТ-ПЕТЕРБУРГ;САНКТ-ПЕТЕРБУРГ
1002973892;1292984159;САНКТ-ПЕТЕРБУРГ;САНКТ-ПЕТЕРБУРГ
1002973892;1295226553;САНКТ-ПЕТЕРБУРГ;САНКТ-ПЕТЕРБУРГ
1002975359;1289590762;Челябинская;Чебаркуль
1002975359;1290401849;Челябинская;Чебаркуль
1002975359;1290606741;Челябинская;Чебаркуль
1002975359;1291803997;Челябинская;Чебаркуль
1002975359;1292049935;Челябинская;Чебаркуль
1002975359;1293174336;;Чебаркуль Челябинская обл
1002975359;1294445453;Челябинская;Чебаркуль
1002975698;1293131264;Приморский край;Владивосток
1002976314;1288144899;Орловская;Орёл
1002976314;1290396756;Орловская;Орёл
1002976314;1291128301;Орловская;Орёл
1002976314;1292028679;;Орел
1002976432;1293439372;Москва г;Москва г
1002976671;1293417644;Ленинградская обл.;Санкт-Петербург
1002977615;1293525735;Москва;Москва
1002980430;1293076970;Москва;Москва
1002990140;1294922656;НИЖНИЙ НОВГОРОД;НИЖНИЙ НОВГОРОД
1002990163;1289649021;Кабардино-Балкарская;Терскол
1002990163;1290314485;Кабардино-Балкарская;Терскол
1002990163;1290588168;Кабардино-Балкарская;Терскол
1002990167;1295497619;Мурманская;Мурманск
1002990185;1295503744;МОСКВА;МОСКВА
1002990485;1289726365;Саха /Якутия/;Нюрба
1002990485;1289727168;Саха /Якутия/;Нюрба
1002991320;1289956665;Смоленская;Смоленск
1002992391;1290299180;Удмуртская;Завьялово
1002992499;1292226261;Московская обл.;Москва
1002992550;1289101594;Пензенская;Заречный
1002992550;1290272796;Пензенская;Заречный
1002992598;1293674501;Курганская;Курган
1002992598;1293805489;Курганская;Курган
1002996067;1289515491;Санкт-Петербург;Санкт-Петербург
1002997386;1293573614;Ставропольский край;Изобильный
1002997703;1292109432;Нижегородская обл.;Нижний Новгород
1002997708;1291396819;Московская обл.;Москва
1002997785;1289717612;Москва;Москва
1002997785;1291653663;Москва г;Москва г
1002998633;1290287189;Калужская обл.;Обнинск
1003003512;1292231066;Астраханская обл.;Астрахань
1003003512;1294512328;Астраханская обл.;Астрахань
1003003525;1289732385;Рязанская;Скопин
1003004669;1291684777;Москва;Москва
1003004816;1290227124;Санкт-Петербург;Санкт-Петербург
1003006100;1290060423;Москва;Москва
1003070508;1289713316;Московская;Павловский Посад
1003070508;1289713494;Московская обл;Павловский Посад г Павлово-Посадский р-н
1003070777;1293521278;Московская обл.;Звенигород
1003072836;1292095728;Московская обл.;Москва
